"","sid","lname","fname","rating"
"22797","22797","JAUREZ","PHIL","85"
"22798","22798","BUCHAUER","KAYCEE","86"
"22799","22799","OKEEFE","JERE","19"
"22800","22800","NOTARO","KRISTOPHER","22"
"22801","22801","KOSTELNICK","STEPANIE","86"
"22802","22802","MALUEG","TONISHA","8"
"22803","22803","GUEMPEL","BRYNN","17"
"22804","22804","ARNETT","JEANE","74"
"22805","22805","LOVELOCK","BERNADETTE","92"
"22806","22806","WIPPERFURTH","LELAND","72"
"22807","22807","MARANTE","SAMIRA","33"
"22808","22808","PENCEK","BELKIS","4"
"22809","22809","TREINE","KAYLEEN","25"
"22810","22810","ABEYTA","JUTTA","54"
"22811","22811","ZOMER","NIDA","26"
"22812","22812","BICKERS","WES","99"
"22813","22813","EASLY","NGAN","40"
"22814","22814","CARDWELL","JONE","31"
"22815","22815","SHERRY","JED","53"
"22816","22816","VISITACION","DIANNE","52"
"22817","22817","ASTOLFI","JACQUALINE","7"
"22818","22818","HERKENRATT","GARNET","64"
"22819","22819","HUTMACHER","SEBASTIAN","80"
"22820","22820","PRYBYLSKI","MARLIN","66"
"22821","22821","HIGHT","MARGARET","61"
"22822","22822","SCARVER","DUSTY","100"
"22823","22823","ADAMSON","MIRIAM","51"
"22824","22824","BAUMEISTER","RAY","89"
"22825","22825","ROJO","MYLES","73"
"22826","22826","CHEREP","LAVERN","13"
"22827","22827","MENDRIN","NGAN","48"
"22828","22828","RITTHALER","GLENDA","37"
"22829","22829","LEVAR","KYLE","21"
"22830","22830","ROSES","BELL","35"
"22831","22831","FOUTE","ONITA","4"
"22832","22832","HUSS","SILVIA","5"
"22833","22833","MESIONA","SANFORD","44"
"22834","22834","KNORE","JIMMIE","76"
"22835","22835","SPAR","ORPHA","100"
"22836","22836","SOUTHERLAND","SANDY","3"
"22837","22837","CLESEN","BOOKER","28"
"22838","22838","HERSHELMAN","GERMAN","89"
"22839","22839","SCHAYER","CURT","30"
"22840","22840","BAFF","ODELL","17"
"22841","22841","BREHMER","JETTA","78"
"22842","22842","TYGART","MASON","37"
"22843","22843","GRIEME","VINCENT","73"
"22844","22844","OLDERSHAW","ILANA","87"
"22845","22845","MARCILLE","PAOLA","51"
"22846","22846","INABINET","TITUS","77"
"22847","22847","WHISNANT","BRETT","63"
"22848","22848","PINTO","SILVA","82"
"22849","22849","STRYCKER","CLIFFORD","58"
"22850","22850","CYGRYMUS","MADISON","6"
"22851","22851","AUS","MIRA","79"
"22852","22852","ZEPP","TERESIA","30"
"22853","22853","VANTREESE","ASLEY","42"
"22854","22854","GRAVA","IRVING","2"
"22855","22855","DUDECK","RENEA","49"
"22856","22856","HEINECKE","CURTIS","47"
"22857","22857","ALLDREDGE","GEORGIANN","73"
"22858","22858","PICKLE","GENARO","24"
"22859","22859","TIRRELL","DANETTE","49"
"22860","22860","GARRO","LAURICE","10"
"22861","22861","BUROKER","LAQUANDA","10"
"22862","22862","FENDT","ROSS","28"
"22863","22863","CHHOUN","VIVA","25"
"22864","22864","LANINI","MAN","89"
"22865","22865","NORTHAN","JULIUS","1"
"22866","22866","MARKWAY","KATE","45"
"22867","22867","SEPTELKA","AVERY","55"
"22868","22868","POORTE","SELENE","42"
"22869","22869","HYPES","TOMAS","54"
"22870","22870","CHESTANG","KERMIT","13"
"22871","22871","HINCHCLIFFE","RASHAD","9"
"22872","22872","ISABEL","SHERON","85"
"22873","22873","RIXIE","ELAINE","96"
"22874","22874","HOLDA","GALE","24"
"22875","22875","CLAGG","VINNIE","55"
"22876","22876","MARBLE","JERMAINE","4"
"22877","22877","BILLY","STEFAN","48"
"22878","22878","RYTHER","LUCI","77"
"22879","22879","AHMANN","SUNNY","13"
"22880","22880","MURRILLO","ALETHA","71"
"22881","22881","BAIK","SAMMY","44"
"22882","22882","PLYLER","RAFAEL","13"
"22883","22883","STEPANSKI","ANTHONY","8"
"22884","22884","FINDERS","NANETTE","34"
"22885","22885","HEINECKE","SHARRI","60"
"22886","22886","FINKLE","CARMEL","10"
"22887","22887","RUSTON","MICHAL","44"
"22888","22888","DORNBOS","MADELEINE","16"
"22889","22889","ABSHER","ADELLA","74"
"22890","22890","MUNO","LEROY","16"
"22891","22891","RUSCHMEYER","ALLIE","63"
"22892","22892","MCENANY","FELICITAS","17"
"22893","22893","KUBAT","LONNIE","30"
"22894","22894","WEABER","STEVE","23"
"22895","22895","SLENTZ","GINO","9"
"22896","22896","HOUGAS","RUFINA","78"
"22897","22897","DOWERS","DEMETRICE","33"
"22898","22898","RINDELS","WINSTON","79"
"22899","22899","DANTIN","PHILLIP","25"
"22900","22900","CHINNI","TUYET","82"
"22901","22901","WHITIS","HYMAN","31"
"22902","22902","EASTLAND","JEANNINE","68"
"22903","22903","MCNEECE","JOHANNA","87"
"22904","22904","DEASE","MYRL","35"
"22905","22905","WHOOPER","LESTER","5"
"22906","22906","CAVACO","ALONZO","2"
"22907","22907","PLAXCO","AVERY","21"
"22908","22908","FLIS","LEE","2"
"22909","22909","MELTON","MADALINE","56"
"22910","22910","SHANER","NORINE","80"
"22911","22911","DENBURGER","BRIAN","85"
"22912","22912","GEROLD","AILEEN","90"
"22913","22913","VITAL","KENETH","53"
"22914","22914","SABINO","WAVA","66"
"22915","22915","MOSKAL","WENDIE","24"
"22916","22916","LEINBACH","DELMAR","62"
"22917","22917","KONN","ROLANDO","37"
"22918","22918","YANAGIDA","CHAROLETTE","100"
"22919","22919","SORELL","STEVEN","72"
"22920","22920","HUCKFELDT","LINDA","66"
"22921","22921","MCKINNIES","MARIANO","83"
"22922","22922","PAOLINI","RUBEN","50"
"22923","22923","EPPENGER","OTHA","7"
"22924","22924","KOTOW","SIDNEY","20"
"22925","22925","MARDIROSSIAN","UNA","71"
"22926","22926","CHATFIELD","ORVAL","39"
"22927","22927","KURBAN","LEILA","38"
"22928","22928","POLITOWSKI","CLIFF","47"
"22929","22929","PAPSON","JUSTIN","72"
"22930","22930","SCHUPPENHAUER","ENRIQUE","45"
"22931","22931","ORT","HEDY","28"
"22932","22932","MATH","SAMMY","2"
"22933","22933","DOWLER","TOSHA","1"
"22934","22934","SNARR","DAMION","14"
"22935","22935","NEIGENFIND","SAMUAL","66"
"22936","22936","BAGGS","THEDA","83"
"22937","22937","PAROBEK","DAMIAN","53"
"22938","22938","RUEHLING","RICHIE","28"
"22939","22939","BLONIGAN","ALONZO","83"
"22940","22940","SUITOR","KIMBERLI","52"
"22941","22941","SCHIELKE","AUNDREA","84"
"22942","22942","SKRZYPEK","ARGELIA","100"
"22943","22943","PERTUIT","LOU","64"
"22944","22944","CHEESEMAN","AVIS","99"
"22945","22945","ELLETSON","ZANE","36"
"22946","22946","MACLIN","NORAH","11"
"22947","22947","GRUBER","LORE","21"
"22948","22948","TREGAN","PAIGE","46"
"22949","22949","HILDEN","CASANDRA","79"
"22950","22950","GAVELL","EMMETT","69"
"22951","22951","WIBORG","TERRY","94"
"22952","22952","BAMBA","LYNDSEY","20"
"22953","22953","VIATOR","DALTON","65"
"22954","22954","MICKUS","SHERLYN","94"
"22955","22955","CRONQUIST","MAURITA","36"
"22956","22956","LENING","MARYLOUISE","77"
"22957","22957","OVERMANN","TOMMY","64"
"22958","22958","GOLDMAN","NICOLLE","40"
"22959","22959","HISEL","BRYANT","26"
"22960","22960","DRUSCHEL","AMMIE","16"
"22961","22961","KAINOA","DEBBRA","85"
"22962","22962","LASANE","DANTE","6"
"22963","22963","BOUTEN","JOELLEN","19"
"22964","22964","GSELL","TOMIKO","21"
"22965","22965","PRUDE","LIBBY","55"
"22966","22966","WELTMER","JOSEPHINE","68"
"22967","22967","KREUTZER","MIRTHA","29"
"22968","22968","KAMIMURA","PARIS","32"
"22969","22969","QUINCY","COLEEN","54"
"22970","22970","RIGONI","LEONARD","38"
"22971","22971","CREEL","KIARA","38"
"22972","22972","LOCHRICO","LISSA","66"
"22973","22973","BUGG","RICHELLE","95"
"22974","22974","MANDER","DEANGELO","76"
"22975","22975","NIAU","ARCHIE","74"
"22976","22976","LEOPARDI","TERRY","64"
"22977","22977","KYLER","MAPLE","81"
"22978","22978","HEARD","MALIK","68"
"22979","22979","ALUISE","PALMER","11"
"22980","22980","COSTON","IRVING","93"
"22981","22981","IRACHETA","MANUELA","36"
"22982","22982","PAXTON","ORALEE","99"
"22983","22983","FEHRLE","LYMAN","99"
"22984","22984","BURUM","STANLEY","30"
"22985","22985","HOXWORTH","BEATRICE","58"
"22986","22986","FERGERSON","KATELYNN","74"
"22987","22987","MILLET","FAUSTO","72"
"22988","22988","DAN","ELIN","5"
"22989","22989","SHEARER","TESHA","43"
"22990","22990","BERGERT","ALEJANDRO","53"
"22991","22991","KINZIE","MARQUITTA","47"
"22992","22992","GOSSE","CLAIRE","33"
"22993","22993","TEKIPPE","MARCUS","49"
"22994","22994","COWDREY","JESSICA","88"
"22995","22995","BAROCIO","NOEL","3"
"22996","22996","NUGENT","REBECCA","13"
"22997","22997","THROGMORTON","STAN","18"
"22998","22998","VASTINE","THELMA","26"
"22999","22999","YEWELL","ELSA","44"
"23000","23000","EYMAN","LAURENCE","4"
"23001","23001","CRATON","BRENDON","45"
"23002","23002","KORNHAUSER","WILBURN","43"
"23003","23003","UNKN","ILONA","34"
"23004","23004","SKAGEN","CARLINE","58"
"23005","23005","BRUCKI","LEONARD","62"
"23006","23006","PEVAHOUSE","MAJOR","89"
"23007","23007","WYER","ANGELITA","21"
"23008","23008","FUPOCYUPANQUI","CHARISE","25"
"23009","23009","GUNGOR","DONELLA","14"
"23010","23010","MELLGREN","WILFREDO","38"
"23011","23011","THUMAN","HOMER","6"
"23012","23012","OGRAM","STEWART","48"
"23013","23013","GISRIEL","SHELBY","23"
"23014","23014","BIORKMAN","HOUSTON","86"
"23015","23015","LAKIN","KERA","32"
"23016","23016","KOES","TAMA","19"
"23017","23017","VICINI","GRACIA","100"
"23018","23018","SUNDLING","CHONG","71"
"23019","23019","KARAPETIAN","LOIS","34"
"23020","23020","MOUSA","VON","81"
"23021","23021","HOFFERT","MELODIE","43"
"23022","23022","SELBE","ANDREAS","40"
"23023","23023","WOJCIK","MAGDA","46"
"23024","23024","SWAVELY","DUSTY","35"
"23025","23025","VEBEL","GARLAND","20"
"23026","23026","MERRIHEW","CARLOTTA","18"
"23027","23027","LEISURE","GARRET","24"
"23028","23028","LAB","TOD","14"
"23029","23029","JAGHER","MASAKO","31"
"23030","23030","WOBBE","DARREN","66"
"23031","23031","MORATAYA","LUCIANO","29"
"23032","23032","DIMALANTA","ELIJAH","59"
"23033","23033","VERBRIDGE","MIREILLE","83"
"23034","23034","BOOKS","KRISTEEN","27"
"23035","23035","FUSSELL","AGNES","51"
"23036","23036","KEESE","CATHERINE","63"
"23037","23037","MCINTRYE","ILEEN","63"
"23038","23038","CORBISIERO","YAEL","25"
"23039","23039","FINOCAN","MILLIE","42"
"23040","23040","MESSMORE","ALEC","59"
"23041","23041","SOSNOWSKI","ELIZABETH","26"
"23042","23042","GALLAND","LONNIE","46"
"23043","23043","FEATHEROFF","VITO","13"
"23044","23044","FUTTERMAN","DEL","52"
"23045","23045","FAYAD","ANGELIA","1"
"23046","23046","REH","RAEANN","95"
"23047","23047","DANSBURY","DINO","50"
"23048","23048","KOENECKE","BRENDAN","80"
"23049","23049","SILVAN","BRUCE","77"
"23050","23050","SEDLAY","BERT","14"
"23051","23051","GORKA","NETA","9"
"23052","23052","SCHNALL","DANYEL","70"
"23053","23053","MODE","ADOLFO","43"
"23054","23054","NICKLAW","ROLLAND","5"
"23055","23055","THORNHILL","DOLLY","42"
"23056","23056","RAMIE","MADIE","72"
"23057","23057","MCCRACKER","MARVEL","33"
"23058","23058","SHOFF","JESSIA","42"
"23059","23059","USILTON","GALE","17"
"23060","23060","LEVANS","LYMAN","60"
"23061","23061","HAUMESSER","LOUELLA","22"
"23062","23062","HEWEY","KYLE","62"
"23063","23063","BOBST","TAWNY","79"
"23064","23064","MALLAK","TYSON","53"
"23065","23065","KAMIYA","DELORIS","33"
"23066","23066","TSINNIE","PATRICK","29"
"23067","23067","ASPDEN","JESS","99"
"23068","23068","PENZ","MOSES","46"
"23069","23069","BLANC","CHARLES","51"
"23070","23070","DARBYSHIRE","JAROD","42"
"23071","23071","CAMPAGNONE","MYRIAM","75"
"23072","23072","SELLERS","TORY","86"
"23073","23073","ZUCCARELLI","ALISHIA","94"
"23074","23074","BRAFFORD","CANDELARIA","25"
"23075","23075","KUSNIC","STANLEY","19"
"23076","23076","SIPES","SLYVIA","76"
"23077","23077","FORTHMAN","BESSIE","60"
"23078","23078","KOREN","RACHAL","15"
"23079","23079","BORROW","TENNIE","75"
"23080","23080","PURPLE","JERILYN","86"
"23081","23081","ALSINA","DANE","96"
"23082","23082","CLEMEN","GITA","32"
"23083","23083","ANNETTE","EZEQUIEL","84"
"23084","23084","KRENZKE","MALCOLM","53"
"23085","23085","KYER","PALMER","50"
"23086","23086","WAIT","RANDOLPH","83"
"23087","23087","HANNAY","CARROL","85"
"23088","23088","KOZIAK","WARREN","78"
"23089","23089","MUNTZ","LEANDRO","95"
"23090","23090","KITTNER","ISIDRO","96"
"23091","23091","ERTZBISCHOFF","COURTNEY","2"
"23092","23092","TURVAVILLE","CHAUNCEY","82"
"23093","23093","REGENSBURG","GERALD","89"
"23094","23094","DOUVILLE","ETHEL","61"
"23095","23095","SAGGESE","LEONARDA","82"
"23096","23096","GUYETTE","CLAUDIO","46"
"23097","23097","TOPLISS","LEROY","76"
"23098","23098","MARKARIAN","MARLINE","82"
"23099","23099","HEINECKE","MADELINE","61"
"23100","23100","HOCH","SHELLI","74"
"23101","23101","HAARE","OMA","36"
"23102","23102","LEMBKE","BRYON","7"
"23103","23103","LEAMY","LINDSAY","87"
"23104","23104","BOARDMAN","CRIS","54"
"23105","23105","BRAKEFIELD","CLAYTON","7"
"23106","23106","FONNER","GEORGINE","28"
"23107","23107","JOCK","KENNETH","13"
"23108","23108","LOVIG","ILANA","98"
"23109","23109","GOBLIRSCH","ROB","90"
"23110","23110","MAYE","STEVEN","67"
"23111","23111","SOITO","PERRY","48"
"23112","23112","ROUCOULET","HUNTER","44"
"23113","23113","PALIOTTA","WILSON","24"
"23114","23114","FLISS","MYRON","38"
"23115","23115","NICOLAU","GIL","93"
"23116","23116","MINISTER","TOBIAS","1"
"23117","23117","WOELFEL","LANCE","91"
"23118","23118","FIRESTEIN","ANIBAL","23"
"23119","23119","KETTLE","LORENE","4"
"23120","23120","LOMAN","LELIA","6"
"23121","23121","CLAIRE","LANCE","69"
"23122","23122","CISTRUNK","STUART","61"
"23123","23123","SABA","BO","8"
"23124","23124","ALTHAUSER","YANIRA","55"
"23125","23125","NAUGHTON","KALEIGH","97"
"23126","23126","DUHAN","ELLIOT","3"
"23127","23127","ROSAZZA","MAN","9"
"23128","23128","ARDEN","SHEREE","60"
"23129","23129","ZORNES","SHARLEEN","49"
"23130","23130","BROSIOUS","MERCEDES","66"
"23131","23131","MILLE","FLETCHER","21"
"23132","23132","LONSDALE","NORBERTO","38"
"23133","23133","IVERSLIE","WALTON","51"
"23134","23134","KOLLASCH","FLOYD","35"
"23135","23135","ROYTEK","LIBBIE","57"
"23136","23136","LIZARRAGA","MARIANO","27"
"23137","23137","LAMPERT","ANITRA","91"
"23138","23138","ZUCLICH","LOUISA","28"
"23139","23139","ATMA","MASAKO","41"
"23140","23140","MALLONE","ABEL","79"
"23141","23141","CHUMBLER","CATHI","13"
"23142","23142","COMUNALE","PIA","77"
"23143","23143","MCCLEER","DARIN","41"
"23144","23144","FAUCETTE","CEDRICK","49"
"23145","23145","BAPTISTE","GERTIE","60"
"23146","23146","KRIEGER","ARRON","35"
"23147","23147","SCHMANDT","EFRAIN","7"
"23148","23148","COCKBURN","JAMAR","73"
"23149","23149","BLAZEK","WHITNEY","20"
"23150","23150","KOCIEDA","IRVING","37"
"23151","23151","DATTE","MISHA","78"
"23152","23152","ICARDO","KESHIA","57"
"23153","23153","MCDAID","EARLIE","41"
"23154","23154","STEENLAND","STACIE","75"
"23155","23155","SEARGENT","OMAR","60"
"23156","23156","HELSON","AUBREY","48"
"23157","23157","CHRZANOWSKI","REGGIE","96"
"23158","23158","OSLAN","EDDIE","84"
"23159","23159","TALLON","ELBERT","49"
"23160","23160","CRAIL","ALEXIA","72"
"23161","23161","DOLLAHITE","RENEE","17"
"23162","23162","TRUONT","CHRISTIANA","61"
"23163","23163","BORCHER","JULIENNE","65"
"23164","23164","CARLBERG","DOMINIC","39"
"23165","23165","JANOSKO","CHARLEY","39"
"23166","23166","RAMADANOVIC","ALETHEA","62"
"23167","23167","DOCHTERMAN","LOVETTA","74"
"23168","23168","ELZIE","DOUGLAS","59"
"23169","23169","BEMO","SANG","53"
"23170","23170","BASDEN","DENNA","14"
"23171","23171","HAUFF","ELLIOT","27"
"23172","23172","LERMON","LAVONNA","19"
"23173","23173","CATES","DOMINIQUE","23"
"23174","23174","WINCHENBACH","THEODORE","48"
"23175","23175","MORISKY","VERNIA","75"
"23176","23176","LEERAR","CELESTINE","42"
"23177","23177","WAIS","ERICH","16"
"23178","23178","SARE","DIANA","56"
"23179","23179","MESSERLY","MILFORD","11"
"23180","23180","FLORI","PERRY","91"
"23181","23181","LINZEY","LASANDRA","35"
"23182","23182","SUZUKI","STERLING","2"
"23183","23183","GALBAVY","GAYNELLE","43"
"23184","23184","OSAZUWA","EARLENE","21"
"23185","23185","BONTE","GONZALO","3"
"23186","23186","HUKILL","JERE","48"
"23187","23187","LASTOVICA","JENINE","31"
"23188","23188","KINGSFORD","KANDRA","91"
"23189","23189","MANCIA","YOLANDE","27"
"23190","23190","LYSEN","MORTON","19"
"23191","23191","VANDENBURGH","ANTIONE","75"
"23192","23192","JAKOBSON","SO","11"
"23193","23193","HROVAT","MARYETTA","74"
"23194","23194","CARRANO","ELIZABETH","95"
"23195","23195","CATHERINE","ALEC","100"
"23196","23196","LAB","CARMEN","84"
"23197","23197","HUYSMAN","CEOLA","71"
"23198","23198","CICCONE","REANNA","57"
"23199","23199","KNESTRICK","MERRILL","92"
"23200","23200","RABENHORST","SONNY","68"
"23201","23201","KOYANAGI","LEDA","68"
"23202","23202","FARRO","WENDY","28"
"23203","23203","GRACIANA","AUDIE","97"
"23204","23204","DUBBIN","BRANDEN","30"
"23205","23205","DEBUTIACO","RUSSELL","42"
"23206","23206","BYAL","KEVIN","15"
"23207","23207","BOMPANE","LUCINDA","93"
"23208","23208","JARMIN","CAMMY","21"
"23209","23209","KEHL","SOPHIA","29"
"23210","23210","VANWIEREN","MIRELLA","55"
"23211","23211","LEFURGY","KATINA","6"
"23212","23212","PITTSINGER","JENNIFER","81"
"23213","23213","ARRIOLA","CHELSEY","87"
"23214","23214","NIEMIEC","LOUIS","50"
"23215","23215","BLASENGAME","ISIS","48"
"23216","23216","STRIKE","CHRIS","57"
"23217","23217","SAS","CHRISTIANE","40"
"23218","23218","GANDHI","WAVA","53"
"23219","23219","PIEL","SHANIQUA","73"
"23220","23220","YIDIARIS","BRUCE","80"
"23221","23221","ALEXIOU","MARJORIE","28"
"23222","23222","MOKRY","LUCRECIA","43"
"23223","23223","SHEMWELL","WINFRED","80"
"23224","23224","ERTELT","VEOLA","97"
"23225","23225","POLLACCO","DANI","90"
"23226","23226","MACHIA","MURRAY","42"
"23227","23227","MANGRICH","XIOMARA","18"
"23228","23228","KAITZ","SEAN","24"
"23229","23229","HORNANDEZ","KATHIE","90"
"23230","23230","SCHWEITZ","FAUSTINO","42"
"23231","23231","SAJOR","RODRICK","6"
"23232","23232","MINATO","SHIZUKO","33"
"23233","23233","TAPANES","MARGARITA","29"
"23234","23234","QUAGLIANO","JERRY","58"
"23235","23235","DUNSWORTH","OLETA","3"
"23236","23236","SHOE","SHENNA","62"
"23237","23237","ARDIZONE","TRENTON","59"
"23238","23238","PRITCHET","ELIN","68"
"23239","23239","JIMENO","DIAMOND","56"
"23240","23240","SUTHAR","GONZALO","43"
"23241","23241","TEWES","SACHIKO","56"
"23242","23242","SCHULDT","GERALDO","96"
"23243","23243","DEHAY","VERNON","82"
"23244","23244","CHAUDHRY","JERROLD","32"
"23245","23245","LALONE","JACK","98"
"23246","23246","HELLYER","MARGERET","19"
"23247","23247","GOOSBY","ROYAL","60"
"23248","23248","LYNCHJ","JANNETTE","100"
"23249","23249","WOODFORD","ROBBIE","37"
"23250","23250","CASCIA","LORENZO","85"
"23251","23251","SPANSWICK","ORLANDO","60"
"23252","23252","PRIDGEN","ELIZEBETH","60"
"23253","23253","CHARVAT","UNA","5"
"23254","23254","BROWER","BOBBI","77"
"23255","23255","ONCALE","GAVIN","55"
"23256","23256","CZYRNIK","VERNA","68"
"23257","23257","AID","ELMER","29"
"23258","23258","KUSHANEY","SAM","19"
"23259","23259","NIEMEIER","RACHELL","99"
"23260","23260","NOWACZYK","MARTY","81"
"23261","23261","CONTRERAS","SHANAE","5"
"23262","23262","DUBON","ECHO","4"
"23263","23263","NICI","MILISSA","88"
"23264","23264","CAPORICCIO","DENNY","8"
"23265","23265","LEHIGH","SHAUN","3"
"23266","23266","MCKAUGHAN","KYONG","31"
"23267","23267","SIX","EVIE","17"
"23268","23268","BURBRIDGE","LILA","20"
"23269","23269","PUSHAW","WESLEY","37"
"23270","23270","PELLAM","ROY","52"
"23271","23271","WATLER","KEITH","25"
"23272","23272","CAMUS","NANNETTE","92"
"23273","23273","SOANS","MILDA","27"
"23274","23274","DYAR","GIL","23"
"23275","23275","BADANGUIO","ELAINA","35"
"23276","23276","RISPOLI","ADELLE","39"
"23277","23277","SECOND","ENOLA","50"
"23278","23278","BARNHILL","ILUMINADA","45"
"23279","23279","PICKMAN","KENDRICK","47"
"23280","23280","MCPHAN","CAMMY","24"
"23281","23281","GESSEL","GARRETT","66"
"23282","23282","LAROCHE","DOROTHEA","52"
"23283","23283","MOLININI","JOHANNA","18"
"23284","23284","GENNA","ROBERTO","94"
"23285","23285","PANICCIA","LERA","86"
"23286","23286","HARAMOTO","TEMPLE","64"
"23287","23287","GUINAN","IVAN","30"
"23288","23288","INFANTINO","MARK","5"
"23289","23289","WHEELAND","ROSAMOND","5"
"23290","23290","BRENDLE","AUSTIN","62"
"23291","23291","DURTSCHE","TAYLOR","56"
"23292","23292","BISCHEL","KOURTNEY","34"
"23293","23293","RAMSIER","LUIGI","51"
"23294","23294","LOUCKS","JACK","93"
"23295","23295","WARNECKE","EDWARDO","79"
"23296","23296","STILL","NOE","23"
"23297","23297","RAUDALES","TIANA","34"
"23298","23298","RODERIQUES","TISH","92"
"23299","23299","TREBIL","ALINA","59"
"23300","23300","PRINTERS","MAZIE","65"
"23301","23301","STRUB","DEANGELO","17"
"23302","23302","MARBLE","RUSS","83"
"23303","23303","ZANETTI","OLIN","6"
"23304","23304","PASKELL","WALLY","91"
"23305","23305","LATZKA","KIRK","45"
"23306","23306","BRIGG","CLIFTON","50"
"23307","23307","ADHAM","CHANCE","68"
"23308","23308","BUTKOWSKI","DILLON","24"
"23309","23309","DORCENT","YADIRA","98"
"23310","23310","CAZEL","XIAO","70"
"23311","23311","KISHEL","CHUCK","21"
"23312","23312","MCDANELD","JANETH","35"
"23313","23313","GUNSOLLEY","CAYLA","71"
